ID,TCGA-BR-4184-11A,TCGA-BR-4253-11A,TCGA-BR-4184-01A,TCGA-BR-4187-01A,TCGA-CG-4474-01A,TCGA-BR-4201-01A,TCGA-BR-4370-11A
cg00381076,0.055470528,0.047477079,0.044075801,0.042134347,0.048782125,0.037966919,0.04483353
cg00382515,0.029443644,0.031555837,0.029394071,0.028986552,0.029943928,0.021396704,0.041257078
cg00386408,0.470548052,0.562110801,0.728171831,0.228243588,0.622693698,0.37373702,0.394704646
cg00387170,0.158153717,0.18786734,0.161297128,0.176155648,0.178718074,0.166637503,0.170830875
cg00392257,0.383738051,0.294076594,0.339699845,0.571769669,0.35378081,0.423769141,0.410937302
cg00393585,0.202696478,0.383932812,0.631169216,0.281552483,0.550342361,0.445027445,0.223767835
cg00394658,0.407539403,0.430565877,0.335949066,0.337679667,0.397254308,0.301090108,0.310808808
cg00396163,0.054528531,0.053662705,0.020746623,0.018735372,0.020592242,0.032513554,0.024957221
cg00396894,0.623785304,0.608628888,0.51648833,0.695505551,0.580650619,0.630559454,0.665773164
cg00397740,0.023600525,0.026811025,0.027323833,0.028158278,0.022746194,0.021812288,0.036637462
cg00398048,0.199460632,0.172612798,0.21076501,0.407893091,0.260874362,0.263303136,0.2512013
cg00400263,0.943228178,0.944034422,0.837013733,0.943794814,0.944845747,0.938571276,0.945001975
cg00402366,0.057590918,0.030452216,0.031356702,0.034035372,0.047947313,0.017723318,0.039335898
cg00405070,0.034994065,0.03919007,0.044718337,0.03499695,0.026432441,0.035617419,0.038884952
cg00405568,0.034568441,0.053502032,0.046117809,0.027847531,0.050660209,0.040455314,0.038424701
cg00406844,0.551984158,0.549567681,0.446237594,0.673572469,0.530261222,0.66119067,0.629181845
cg00407150,0.582579743,0.641921789,0.485714537,0.758908129,0.530754585,0.569044904,0.716220973
cg00410419,0.044056379,0.058685948,0.076561607,0.051506509,0.041251705,0.05244829,0.073897916
cg00410898,0.079103221,0.062491939,0.085806793,0.10417632,0.105041989,0.273397062,0.076474664
cg00411097,0.271897502,0.255834182,0.184345434,0.411135842,0.252580111,0.301596868,0.314455113
cg00412772,0.59449138,0.512653806,0.333531438,0.485027815,0.409527629,0.412351222,0.504901168
cg00412805,0.904112612,0.91855022,0.925072205,0.910791573,0.927328261,0.923788593,0.932207072
cg00415978,0.2137752,0.155167079,0.199055666,0.099268986,0.756134707,0.040614799,0.021097408
cg00415993,0.660885869,0.714054597,0.770294873,0.415796823,0.711075317,0.298617001,0.62672939
cg00417297,0.026550231,0.022117049,0.025023829,0.023440465,0.021671411,0.022467528,0.040267078
cg00419564,0.033715581,0.036947162,0.049211732,0.023149711,0.024857558,0.026369406,0.099887879
cg00420568,0.033137019,0.068359368,0.055247179,0.042010227,0.070438957,0.041161432,0.035202529
cg00420715,0.028832163,0.029913765,0.030420118,0.027566603,0.03199894,0.015717474,0.029429775
cg00420929,0.359620481,0.229966261,0.355792065,0.429542526,0.280920582,0.524627582,0.320492561
cg00422913,0.094214708,0.060917643,0.049620321,0.050361364,0.053598228,0.041735053,0.062263838
cg00424946,0.02615765,0.023732852,0.018857614,0.022461967,0.030118323,0.014653432,0.03029223
cg00425710,0.677095519,0.772146122,0.854138953,0.604722247,0.896712691,0.595843496,0.710623048
cg00425792,0.070357453,0.069044384,0.061395654,0.068213785,0.068002583,0.069005927,0.058154161
cg00426056,0.046762835,0.071787454,0.056896635,0.045164292,0.051058151,0.04472831,0.080075989
cg00426498,0.158530467,0.135605819,0.111924374,0.175434289,0.153127697,0.117068629,0.180973498
cg00427635,0.255097354,0.171093841,0.202008073,0.259234422,0.202150795,0.75527148,0.256678989
cg00429618,0.359798624,0.56448076,0.475885644,0.426158607,0.430797412,0.465283973,0.417406905
cg00430287,0.835560019,0.592448319,0.845227636,0.649592466,0.624793085,0.675851657,0.673861955
cg00431050,0.601814182,0.448897917,0.28431985,0.460364272,0.393962305,0.214946768,0.464588554
cg00431549,0.316487326,0.418286276,0.346027824,0.248210572,0.265910487,0.582543985,0.287739241
cg00432979,0.016324549,0.014954995,0.022608936,0.011617924,0.011520127,0.006360165,0.06808213
cg00433406,0.746161994,0.702141179,0.66054789,0.742031972,0.809756698,0.878437375,0.737728044
cg00435408,0.034369023,0.013175518,0.041524712,0.013102579,0.039324169,0.036266537,0.05796467
cg00436282,0.833522516,0.822426107,0.415050036,0.844685561,0.535856906,0.867852086,0.859337665
cg00436301,0.03095887,0.034464643,0.03017873,0.039896433,0.035391441,0.023292911,0.038782804
cg00436603,0.578931313,0.597728154,0.702241115,0.661534003,0.53842581,0.706444139,0.480423133
cg00441382,0.029058145,0.03467673,0.017439773,0.025240199,0.037166739,0.019430624,0.035933935
cg00443307,0.764785135,0.712770628,0.336383662,0.554840605,0.560657794,0.614960787,0.764257084
cg00445824,0.443409144,0.380939183,0.49761278,0.240597031,0.702981546,0.151975578,0.261779874
cg00446235,0.081995804,0.086201055,0.064947373,0.160684041,0.07514931,0.07871697,0.128682321
cg00447208,0.271035164,0.50129842,0.591362868,0.440291688,0.503156537,0.510372062,0.511728772
cg00448720,0.609251111,0.51416667,0.404679207,0.573459241,0.435887221,0.659132847,0.492687003
cg00449941,0.030638947,0.034478391,0.029845063,0.033951166,0.03108474,0.042519175,0.033638921
cg00451635,0.454324396,0.313438911,0.236524681,0.387547665,0.370789794,0.303039529,0.306344908
cg00453193,0.025511445,0.026029971,0.023184657,0.026717146,0.023107394,0.022633927,0.024451317
cg00453258,0.640123036,0.617445418,0.487875247,0.651922912,0.471657544,0.7227723,0.435159635
cg00459975,0.122081942,0.120351975,0.070156082,0.063681191,0.110670949,0.058377002,0.145027969
cg00461841,0.703489115,0.789090298,1.013222685,0.701541986,0.694802509,0.796175836,0.731857013
cg00462311,0.024385304,0.032831946,0.11116882,0.048003276,0.047155716,0.123641589,0.043985269
cg00462994,0.274110794,0.256009063,0.13345994,0.092782427,0.127061828,0.13650322,0.182144215
cg00463202,0.83279283,0.821961654,0.827190868,0.704844558,0.856953613,0.833918479,0.862012909
cg00463577,0.041189902,0.058643548,0.133922126,0.073904879,0.043770461,0.101479898,0.064687887
cg00463848,0.731471997,0.571343749,0.44338122,0.91346378,0.682871435,0.787105707,0.834880647
cg00464269,0.023882429,0.03205041,0.036710024,0.024039988,0.037680512,0.018733367,0.026469297
cg00465284,0.271748183,0.327763789,0.56419054,0.303168395,0.471477167,0.359603166,0.189656744
cg00466249,0.440619533,0.346966066,0.33309197,0.596874097,0.367237227,0.416585263,0.455821593
cg00466544,0.028653915,0.035065712,0.027783954,0.029598447,0.025598838,0.029846952,0.027664512
cg00469635,0.009278586,0.014044427,0.015676454,0.010436452,0.015106272,0.010106334,0.011300156
cg00471562,0.03505484,0.057959452,0.082811328,0.036938878,0.049401472,0.03941032,0.053076376
cg00472814,0.365883793,0.499864003,0.638987915,0.43200865,0.558475423,0.597747386,0.257833302
cg00474004,0.826631271,0.837364192,0.691606588,0.873903692,0.743674498,0.815636253,0.861245049
cg00474209,0.075306002,0.089980201,0.611894885,0.091066864,0.105547113,0.080900962,0.069688319
cg00475955,0.015950396,0.01483951,0.018920112,0.015504298,0.015080486,0.014163336,0.018684879
cg00476580,0.040015658,0.04741652,0.062435443,0.037517799,0.040660704,0.044973286,0.069601289
cg00479269,0.051964263,0.020715973,0.03448797,0.022173622,0.034077754,0.030411883,0.030498807
cg00480115,0.775370238,0.538562167,0.380728942,0.759435426,0.526353077,0.624187276,0.599460006
cg00480209,0.03791234,0.039524319,0.039574542,0.034134953,0.041157163,0.035037129,0.04680185
cg00480356,0.034625167,0.037271371,0.042926178,0.051631741,0.068579958,0.097778014,0.066799447
cg00483154,0.022520853,0.023961721,0.020660534,0.033270297,0.027233112,0.016433546,0.019936982
cg00485296,0.031331241,0.031860363,0.031245433,0.035184384,0.036325392,0.73830018,0.032365285
cg00485380,0.027891881,0.020975481,0.033067335,0.027530785,0.023368628,0.027685586,0.031791857
cg00487159,0.043880356,0.034093652,0.043713375,0.046010833,0.035327189,0.038506787,0.045550236
cg00488718,0.025555389,0.028196442,0.029390269,0.026333808,0.030892254,0.022872836,0.039535878
cg00491404,0.550194942,0.457115865,0.349233268,0.602310774,0.435582581,0.546305446,0.49254988
cg00491839,0.063655253,0.079519689,0.06655384,0.075522876,0.084707471,0.049814635,0.057362569
cg00493400,0.036092044,0.036402622,0.044023222,0.03513548,0.034979318,0.026697079,0.031018228
cg00495415,0.01953286,0.027799767,0.027760578,0.028992855,0.025928798,0.029424022,0.024207955
cg00495442,0.054595364,0.052370519,0.041399448,0.056835803,0.067651444,0.060284136,0.096639907
cg00496170,0.022576341,0.029123689,0.036746893,0.029568566,0.03891728,0.022825829,0.042515947
cg00497251,0.117826651,0.088790539,0.087911475,0.100208402,0.091803976,0.079618077,0.096197709
cg00498305,0.447082181,0.386903825,0.399924529,0.234213154,0.267685467,0.38229786,0.280185512
cg00498604,0.254666885,0.492533321,0.973350561,0.20114678,0.685851106,0.44724763,0.226190388
cg00499599,0.043789922,0.044033973,0.067008923,0.039146462,0.040235747,0.038746547,0.056961717
cg00499822,0.470079727,0.548399245,0.750534951,0.60430277,0.592738202,0.594738249,0.522200923
cg00500400,0.05602665,0.055212809,0.049968248,0.074307015,0.082179432,0.04789379,0.063852722
cg00502442,0.014588374,0.01729837,0.024516891,0.021542588,0.014746075,0.012392592,0.0195773
cg00503458,0.082222399,0.080228373,0.090579785,0.099011486,0.10357931,0.136989442,0.158733754
cg00504595,0.337827082,0.298620824,0.19378401,0.431341015,0.403153536,0.476549875,0.311080469
cg00509616,0.36985772,0.318593834,0.158228027,0.198089577,0.187682805,0.137776524,0.277453903
cg00510787,0.0695382,0.054808504,0.051972776,0.055433065,0.076062801,0.054436561,0.071638354
cg00510956,0.94595232,0.950019168,0.956311412,0.924043121,0.948539835,0.933348233,0.977237507
cg00511475,0.432815754,0.515352179,0.353296489,0.34562692,0.549069642,0.202072175,0.455436317
cg00512279,0.315436287,0.47853083,0.598465434,0.244466612,0.508141311,0.488776783,0.249160392
cg00512374,0.293242926,0.212852183,0.099416131,0.03254012,0.02895992,0.047590362,0.061881292
cg00513220,0.396000729,0.325239358,0.095415207,0.146287975,0.186780506,0.07881933,0.253700553
cg00513467,0.084348176,0.07385005,0.104573609,0.070897,0.064636866,0.104894292,0.158504666
cg00514407,0.199313796,0.262493166,0.41720172,0.322175277,0.216467687,0.218208548,0.225142859
cg00514895,0.342546102,0.307622898,0.252307244,-0.003312186,0.537827558,-0.011093125,0.179944329
cg00515905,0.843251986,0.572825217,0.474365815,0.797964605,0.523584356,0.640176087,0.613594651
cg00516481,0.398680383,0.579995283,0.681611825,0.30072696,0.560374504,0.53896768,0.477598842
cg00518989,0.027150479,0.037521305,0.034726952,0.036381995,0.047813588,0.032778082,0.038784295
cg00519208,0.891004132,0.600803259,0.440298628,0.765372813,0.591342886,0.613987815,0.820013267
cg00519627,0.010428025,0.018073527,0.040950174,0.005078285,0.01038563,0.000450484,0.00764322
cg00520135,0.660382126,0.698571233,0.733622432,0.60261929,0.775436473,0.711462387,0.63883535
cg00520708,0.216621633,0.172876984,0.128687502,0.152792119,0.169346653,0.188502573,0.217321018
cg00521434,0.90815164,0.898238316,0.902017572,0.91520166,0.817782628,0.908874439,0.923594805
cg00521598,0.035820802,0.046841346,0.067342336,0.039901226,0.053957553,0.049437382,0.071881003
cg00522034,0.013087802,0.019402871,0.015937438,0.012725583,0.013762907,0.009974145,0.019135893
cg00522316,0.053720677,0.05210682,0.039081026,0.054357336,0.049588453,0.051815937,0.053653258
cg00524288,0.040288988,0.027024793,0.028372821,0.022191902,0.014174905,0.016379129,0.044446455
cg00528052,0.046583326,0.041844921,0.034529678,0.038471623,0.035139035,0.03352883,0.07551444
cg00528967,0.018565928,0.01810227,0.016966226,0.017664628,0.017679534,0.016534463,0.017733374
cg00532335,0.509592068,0.516074655,0.293598736,0.532273748,0.383637684,0.519983043,0.605279037
cg00532890,0.068606299,0.078574571,0.052743139,0.050570093,0.042995655,0.042301422,0.091917118
cg00534274,0.22675761,0.200853811,0.178430641,0.361765334,0.19863484,0.176983422,0.296414568
cg00537910,0.919369326,0.908825211,0.911837731,0.881894525,0.881002551,0.908162878,0.907646537
cg00539322,0.818718607,0.862370542,0.827137806,0.864358763,0.851491052,0.829479188,0.859192936
cg00539716,0.057532023,0.062142221,0.046200724,0.065820808,0.090805578,0.053050372,0.079799748
cg00540544,0.033793089,0.032806826,0.031009182,0.047722201,0.032141222,0.032588559,0.030911111
cg00544557,0.755297566,0.747635821,0.575617044,0.801161525,0.497046524,0.837205393,0.81181405
cg00545573,0.053964076,0.05257912,0.06504614,0.046981223,0.056991085,0.052630786,0.105175942
cg00546491,0.401089906,0.46140027,0.607506406,0.27947125,0.576833256,0.351289277,0.364975383
cg00546897,0.623022669,0.47113057,0.374790212,0.53546073,0.388461914,0.338548415,0.500325801
cg00547018,0.155263121,0.175565454,0.174391307,0.058606849,0.133820846,0.165070379,0.138026094
cg00547829,0.043322597,0.036561569,0.020218791,0.035748538,0.059884333,0.036379403,0.037394104
cg00548268,0.580920619,0.619226137,0.710592173,0.529099961,0.654050768,0.61099393,0.525136708
cg00550617,0.724321665,0.375892315,0.328092242,0.656771321,0.306842429,0.498890428,0.407568002
cg00554250,0.483809731,0.557423218,0.736165658,0.54325856,0.69686835,0.589045957,0.531521296
cg00554682,0.081032902,0.311386949,0.407927395,0.082095712,0.520062172,0.350025479,0.109905379
cg00554702,0.055825092,0.049376103,0.071016926,0.069418239,0.124659441,0.078922016,0.076667302
cg00556408,0.786543072,0.796108993,0.482459057,0.785932135,0.594751412,0.723139342,0.792987607
cg00557354,0.292114697,0.436229684,0.712774252,0.087285292,0.652246328,0.145163958,0.12245698
cg00559473,0.038797796,0.045283889,0.02035593,0.050390237,0.062555984,0.050251794,0.049945587
cg00560119,0.050956616,0.040658684,0.074015697,0.038873678,0.049514182,0.041810391,0.048932725
cg00563229,0.026661293,0.029790578,0.03006086,0.028968337,0.025006714,0.025409794,0.029810998
cg00563845,0.283006223,0.174558195,0.141158566,0.187654711,0.27613831,0.40046207,0.198168285
cg00563926,0.356579109,0.380519009,0.395523421,0.476263328,0.294488053,0.379426357,0.328825131
cg00563932,0.594005493,0.597809254,0.658267139,0.580223532,0.626223299,0.592366484,0.698875405
cg00564163,0.437265961,0.406670228,0.632793512,0.185371918,0.24845752,0.15832178,0.297805903
cg00565075,0.100096376,0.162610281,0.199172841,0.106114973,0.183811105,0.110767367,0.138671678
cg00565688,0.440387708,0.524393585,0.407338742,0.558336988,0.627164712,0.542623379,0.425883401
cg00566759,0.256177449,0.218323983,0.013518293,0.027552555,0.073254399,0.039986762,0.164409619
cg00567479,0.02349121,0.027748226,0.032070426,0.031159848,0.035360396,0.031632085,0.023237817
cg00567749,0.162264963,0.366154815,0.885776497,0.234721335,0.655543528,0.228252909,0.146723377
cg00568128,0.077698354,0.060450741,0.057869971,0.05010313,0.063029299,0.053622669,0.063679868
cg00568792,0.053885545,0.042647771,0.047543752,0.041659665,0.045436751,0.057509154,0.043013357
cg00569620,0.04612162,0.034707175,0.036688974,0.046903333,0.033571521,0.048880517,0.053162906
cg00571634,0.092174283,0.038642046,0.069050612,0.058467407,0.051524732,0.095473852,0.077845153
cg00573606,0.665168758,0.640151403,0.5683158,0.562181342,0.472007309,0.639571904,0.570643355
cg00575744,0.121642105,0.080185924,0.100705267,0.155365719,0.400792373,0.151071775,0.169788266
cg00576250,0.254919731,0.27053453,0.306319575,0.365502775,0.307118935,0.413649613,0.175772835
cg00577167,0.555292356,0.427056328,0.294163448,0.833043916,0.51723506,0.628419879,0.505453838
cg00577464,0.160147311,0.197066441,0.10057592,0.021120883,0.039244575,0.027494935,0.103011775
cg00579393,0.898492154,0.91867022,0.836570929,0.923037287,0.896048305,0.880377233,0.931882165
cg00579402,0.581331549,0.538541443,0.66926372,0.633585568,0.447921321,0.707740723,0.74676834
cg00581156,0.02457456,0.0267011,0.03564176,0.025185452,0.028119268,0.022539294,0.029102647
cg00582628,0.182683002,0.170361802,0.168139065,0.336227186,0.173621675,0.222992265,0.181053842
cg00585790,0.288862568,0.219810029,0.287752101,0.617800692,0.339586707,0.210325217,0.392431777
cg00585846,0.024006249,0.030682443,0.028148413,0.029975372,0.03025527,0.026720464,0.032252616
cg00586909,0.124243762,0.061762363,0.071338681,0.065255456,0.090390885,0.072596558,0.072485514
cg00587613,0.757146417,0.492810018,0.62744864,0.860418542,0.760534648,0.905345613,0.631801959
cg00592315,0.903758537,0.900521748,0.840941758,0.824818393,0.88286625,0.694701719,0.89919883
cg00594118,0.037413738,0.048551481,0.139791655,0.041229415,0.053896956,0.045037829,0.03771104
cg00594952,0.785574003,0.788130606,0.797607701,0.693654237,0.482894701,0.552309258,0.737705962
cg00597076,0.536568026,0.595055811,0.375098432,0.561405149,0.645763082,0.499469337,0.569257564
cg00598858,0.030834473,0.0261203,0.020861851,0.0203796,0.022826111,0.019166235,0.026412697
cg00600684,0.91084799,0.917514172,0.909513971,0.91361335,0.9302946,0.923566623,0.879734558
cg00601486,0.862273739,0.858959559,0.761492691,0.872722016,0.831522972,0.86657647,0.895285276
cg00602891,0.085473645,0.042591394,0.069829038,0.046204781,0.057192143,0.043928444,0.071820766
cg00605270,0.074688743,0.113192126,0.061784847,0.063588401,0.060836878,0.035887992,0.030698873
cg00609097,0.025851933,0.028128616,0.044345463,0.027929037,0.021147846,0.020447173,0.039686691
cg00611397,0.921088243,0.932906271,0.934828683,0.942543209,0.934423472,0.960241195,0.910527574
cg00612467,0.091361782,0.045496449,0.038895564,0.057732712,0.101876255,0.128149205,0.06714549
cg00613255,0.639746475,0.581211474,0.497771385,0.657260012,0.595886151,0.613156179,0.734217741
cg00615377,0.332856811,0.209816521,0.09796961,0.091291032,0.141487056,0.081123304,0.156026426
